custId,custName,custCountry,productSold,salesChannel,unitsSold,dateSold
24033,Byron Briggs,Eritrea,SUPA103,Direct,35,2011-12-23
24034,Fulton Conley,Saint Vincent and The Grenadines,DETA100,Online,47,2011-12-02
24035,Jamalia Sims,Gambia,SUPA104,Online,91,2011-12-26
24036,Zephania Mills,Netherlands,PURA250,Retail,173,2011-11-17
24037,Fulton Boyd,Norway,DETA200,Online,43,2011-10-12
24038,Bertha Juarez,Sri Lanka,PURA100,Retail,115,2011-11-22
24039,Paloma Armstrong,New Caledonia,DETA800,Retail,102,2011-09-17
24040,Sonya Leon,Venezuela,SUPA103,Online,155,2011-11-11
24041,Patience Mcclain,Saint Kitts and Nevis,PURA500,Retail,35,2011-12-28
24042,Macey Shaw,Paraguay,PURA250,Online,170,2011-11-11
24043,Amethyst Dotson,Haiti,SUPA101,Online,42,2011-12-09
24044,Beatrice Golden,Antarctica,PURA200,Online,82,2011-10-02
24045,Kaye Graves,New Caledonia,DETA800,Online,3,2011-11-14
24046,Lois Mcdowell,Guam,PURA500,Online,68,2011-11-08
24047,Allen Caldwell,"Palestinian Territory, Occupied",SUPA104,Online,58,2011-10-23
24048,Theodore Langley,Syrian Arab Republic,DETA200,Retail,178,2011-09-22
24049,Tate Schneider,Viet Nam,DETA100,Online,156,2011-12-08
24050,Melyssa Sawyer,Ecuador,SUPA102,Online,147,2011-12-18
24051,Charissa Olsen,Luxembourg,SUPA101,Retail,74,2011-11-08
24052,Althea Good,Central African Republic,SUPA101,Online,189,2011-11-11
24053,Anthony Foster,Micronesia,PURA250,Retail,104,2011-12-03
24054,Quentin Houston,Suriname,SUPA104,Online,56,2011-12-07
24055,Ayanna Gentry,Mauritius,DETA200,Online,33,2011-10-06
24056,Erasmus Morrison,Myanmar,SUPA103,Online,204,2011-10-31
24057,Maris Cantrell,Finland,SUPA101,Retail,5,2011-12-22
24058,Quentin Hill,Oman,PURA200,Retail,199,2011-12-12
24059,Cade Pace,Barbados,SUPA101,Online,129,2011-12-09
24060,Kibo Gibbs,Burundi,PURA100,Online,14,2011-08-24
24061,Ignatius Glass,Indonesia,DETA200,Direct,91,2011-08-01
24062,Chloe Black,Samoa,SUPA105,Online,43,2011-02-20
24063,Jeremy Justice,Malta,DETA800,Online,140,2011-04-29
24064,Bruce Summers,Romania,SUPA101,Retail,38,2011-04-09
24065,Yeo Welch,Norway,PURA200,Online,57,2011-02-11
24066,Simon Keith,Cambodia,SUPA103,Direct,34,2011-06-01
24067,Quamar Albert,Botswana,PURA200,Online,4,2011-01-12
24068,Desiree Beach,Lithuania,DETA200,Direct,208,2011-06-11
24069,Daphne Graves,Yemen,PURA100,Online,132,2011-05-29
24070,Zorita Vincent,Pakistan,DETA100,Retail,94,2011-02-15
24071,Aimee Sparks,Singapore,SUPA105,Online,38,2011-03-25
24072,Adara Shields,Bhutan,SUPA104,Online,159,2011-03-27
24073,Brock Sullivan,Nauru,SUPA101,Retail,15,2011-01-06
24074,Alma Riley,Turkey,SUPA103,Retail,147,2011-07-27
24075,Angelica Bridges,Micronesia,PURA250,Retail,4,2011-01-14
24076,Camden Roy,Seychelles,DETA200,Retail,200,2011-03-29
24077,Samson Bishop,Armenia,SUPA104,Online,61,2011-07-23
24078,Alana Garrison,Belgium,DETA800,Retail,63,2011-05-26
24079,Maxwell Workman,Guinea,PURA500,Retail,129,2011-05-10
24080,Clare Barnes,United Kingdom,PURA200,Online,48,2011-08-11
24081,Jameson Anderson,Costa Rica,PURA100,Direct,192,2011-01-06
24082,Evan York,United States,PURA100,Direct,150,2011-01-02
24083,Tatyana Burns,Qatar,SUPA103,Online,125,2011-08-30
24084,Hayley Chaney,Mongolia,SUPA103,Online,135,2011-08-22
24085,Sybill Christensen,Saint Pierre and Miquelon,PURA200,Online,128,2011-05-22
24086,Gary Keller,Samoa,DETA100,Online,5,2011-07-04
24087,Tana Sharpe,Cocos (Keeling) Islands,PURA200,Retail,43,2011-05-25
24088,Eleanor Lewis,Paraguay,DETA100,Online,44,2011-08-12
24089,Calista Osborn,Argentina,PURA250,Direct,124,2011-01-29
24090,Macaulay Meadows,Botswana,PURA250,Retail,42,2011-02-01
24091,Perry Livingston,Togo,PURA500,Online,187,2011-06-24
24092,Clare Barry,Lesotho,SUPA104,Retail,147,2011-06-19
24093,Gage Rivera,Czech Republic,SUPA102,Retail,53,2011-04-04
24094,Rhea Stokes,Fiji,SUPA101,Retail,71,2011-04-14
24095,Jasmine Gardner,Bolivia,DETA200,Retail,50,2011-05-12
24096,Mira Bolton,Bosnia and Herzegovina,SUPA103,Retail,54,2011-04-15
24097,Aurora Lawrence,Moldova,DETA100,Online,164,2011-05-03
24098,Cally Pratt,Swaziland,SUPA104,Online,77,2011-03-23
24099,Jonah Mccall,Timor-leste,DETA800,Direct,175,2011-08-30
24100,Lareina Barton,Mauritius,SUPA102,Retail,177,2011-06-14
24101,Fleur Mcdaniel,Indonesia,SUPA104,Retail,143,2011-02-18
24102,Adrienne Mack,Puerto Rico,SUPA102,Retail,183,2011-02-20
24103,Leigh Matthews,Kazakhstan,PURA500,Online,25,2011-07-11
24104,Ignatius Petty,Pakistan,SUPA103,Direct,169,2011-06-13
24105,Nathan Sweet,Guinea,DETA100,Online,98,2011-07-12
24106,Jason Cox,China,DETA800,Online,102,2011-01-27
24107,Herman Bryan,Guinea,SUPA101,Online,29,2011-08-28
24108,Gisela Lloyd,Gibraltar,SUPA103,Retail,42,2011-05-30
24109,Elliott Lawrence,French Polynesia,PURA250,Online,182,2011-03-18
24110,Nicole Mcgowan,Honduras,SUPA102,Retail,39,2011-08-29
24111,Thomas Tyler,Pitcairn,DETA100,Online,166,2011-07-17
24112,Jermaine Wilson,Guyana,SUPA103,Online,20,2011-07-14
24113,Octavia Flowers,Afghanistan,SUPA103,Online,5,2011-06-11
24114,Vernon Daniels,Afghanistan,SUPA105,Retail,179,2011-01-03
24115,Anne Rivers,Bulgaria,SUPA104,Online,169,2011-02-08
24116,Jackson Gallegos,Andorra,PURA100,Online,153,2011-06-16
24117,Kirestin Whitehead,Liberia,SUPA105,Online,199,2011-05-28
24118,Brendan Cruz,El Salvador,PURA500,Online,41,2011-02-19
24119,Rajah Nelson,Cameroon,DETA800,Online,197,2011-04-10
24120,Quinlan Hebert,Burkina Faso,PURA250,Retail,99,2011-03-28
24121,Orla Armstrong,British Indian Ocean Territory,DETA800,Retail,91,2011-03-11
24122,Zenia Carr,Sri Lanka,PURA250,Direct,125,2011-02-14
24123,Odette Mills,Myanmar,PURA100,Online,18,2011-08-14
24124,August Levy,Czech Republic,PURA100,Retail,159,2011-03-23
24125,Hannah Kemp,Guyana,DETA100,Online,104,2011-08-22
24126,Samuel Tyler,Andorra,PURA200,Online,125,2011-04-07
24127,Kyra Pollard,Barbados,SUPA102,Online,25,2011-06-26
24128,Ori Cummings,Anguilla,PURA100,Retail,183,2011-01-29
24129,Cairo Boyer,Montserrat,PURA200,Online,197,2011-04-29
24130,Caldwell Caldwell,Burkina Faso,SUPA104,Online,84,2011-02-20
24131,Gemma Riley,Lebanon,DETA100,Direct,198,2011-01-08
24132,Lunea Martinez,Azerbaijan,DETA100,Online,206,2011-07-27
24133,Leila Mason,Rwanda,SUPA105,Online,42,2011-08-03
24134,Howard Colon,Saint Vincent and The Grenadines,SUPA103,Online,47,2011-02-17
24135,Abigail Cunningham,Serbia and Montenegro,SUPA103,Retail,108,2011-04-08
24136,Sandra Perry,Peru,SUPA103,Retail,174,2011-01-07
24137,Lana Good,Antigua and Barbuda,SUPA102,Online,68,2011-07-30
24138,Brian Trevino,Antigua and Barbuda,SUPA105,Online,108,2011-04-28
24139,Connor Soto,Switzerland,PURA200,Online,10,2011-08-25
24140,Basil Foley,Uruguay,PURA250,Retail,58,2011-04-14
24141,Stephen Herring,Brunei Darussalam,PURA250,Online,203,2011-02-16
24142,Dacey Stark,Egypt,PURA100,Retail,201,2011-05-24
24143,Ursula Salinas,Guatemala,SUPA103,Online,13,2011-05-18
24144,Hakeem Singleton,Uganda,SUPA102,Online,168,2011-05-24
24145,Medge Vargas,Mozambique,DETA800,Direct,89,2011-05-09
24146,Merritt Sanford,Eritrea,DETA200,Online,64,2011-06-24
24147,Jackson Rivas,Croatia,SUPA101,Online,12,2011-07-24
24148,Rae Hurst,"Taiwan, Province of China",PURA250,Online,58,2011-03-16
24149,Tucker Klein,Armenia,PURA100,Online,142,2011-03-18
24150,Laura Holloway,British Indian Ocean Territory,SUPA101,Retail,46,2011-04-08
24151,Velma Nichols,Puerto Rico,DETA100,Online,210,2011-07-04
24152,Amela Carpenter,Iraq,SUPA101,Retail,130,2011-01-02
24153,Judith Hopper,Ethiopia,DETA800,Retail,173,2011-01-12
24154,Sara Chaney,Vanuatu,SUPA102,Online,54,2011-08-18
24155,George Mcpherson,Paraguay,SUPA102,Retail,44,2011-01-17
24156,Wylie Landry,Guinea-bissau,DETA200,Online,71,2011-03-13
24157,Gloria Talley,United States,PURA250,Online,132,2011-05-11
24158,Risa Decker,Brunei Darussalam,PURA500,Retail,38,2011-07-27
24159,Sebastian Huber,Bahamas,SUPA102,Retail,40,2011-03-06
24160,Ciara Mcfarland,"Iran, Islamic Republic of",DETA800,Retail,58,2011-08-27
24161,Susan Fisher,Reunion,SUPA103,Online,185,2011-05-29
24162,Irene Beach,Korea,PURA200,Online,61,2011-06-22
24163,Athena Faulkner,Moldova,SUPA101,Retail,84,2011-06-28
24164,Tamekah Roach,Jordan,PURA200,Retail,119,2011-01-25
24165,Luke Malone,Suriname,SUPA105,Online,54,2011-03-17
24166,Amery David,Anguilla,PURA100,Retail,191,2011-01-17
24167,Kameko Mcfadden,Kenya,DETA200,Online,181,2011-07-23
24168,Howard Hinton,Bangladesh,PURA250,Online,99,2011-05-19
24169,Buffy Kidd,Austria,DETA100,Online,120,2011-07-08
24170,Xerxes Brady,Yemen,DETA100,Direct,38,2011-08-01
24171,Jessica Skinner,Palau,SUPA104,Online,2,2011-08-07
24172,Lester Luna,Bermuda,PURA100,Online,99,2011-07-19
24173,Adena Gates,Gabon,SUPA104,Online,136,2011-01-06
24174,Garrison Peters,Christmas Island,PURA200,Online,163,2011-07-10
24175,Lani Ferrell,Bermuda,PURA250,Online,97,2011-03-01
24176,Wing Stevenson,Chad,DETA200,Retail,209,2011-04-21
24177,Noble Hopper,Eritrea,DETA200,Retail,33,2011-03-18
24178,Regan Kirk,Anguilla,PURA100,Retail,80,2011-06-05
24179,Hyatt Durham,Somalia,PURA500,Retail,190,2011-08-24
24180,Bree Acevedo,Hong Kong,SUPA101,Online,168,2011-01-22
24181,Brenda Wolfe,Australia,SUPA102,Online,12,2011-03-08
24182,Isabella Avery,Austria,SUPA103,Retail,31,2011-04-14
24183,Kitra Reilly,British Indian Ocean Territory,PURA100,Online,51,2011-04-17
24184,Lucius Wilkins,Equatorial Guinea,SUPA105,Online,135,2011-02-19
24185,Shelley Long,Honduras,DETA100,Online,80,2011-06-26
24186,Pascale Reed,Grenada,DETA200,Online,15,2011-03-10
24187,Cara Salazar,Nauru,PURA250,Online,81,2011-05-13
24188,Oliver Wolf,Brunei Darussalam,PURA200,Online,185,2011-03-01
24189,David Moses,Palau,SUPA101,Retail,3,2011-08-27
24190,Stacy Hickman,Zambia,PURA500,Online,185,2011-02-22
24191,Addison Doyle,Macedonia,SUPA103,Online,127,2011-01-03
24192,Xyla Gomez,Andorra,DETA800,Direct,15,2011-04-19
24193,Lucius Figueroa,Gambia,SUPA103,Online,133,2011-01-19
24194,Thomas Douglas,"Virgin Islands, British",SUPA102,Online,138,2011-02-12
24195,Robin Stuart,Ukraine,SUPA101,Online,132,2011-01-17
24196,Joelle Johns,Tajikistan,SUPA104,Online,13,2011-07-18
24197,Alma Benson,United Kingdom,PURA200,Online,136,2011-07-27
24198,Stacy Schwartz,Botswana,PURA200,Retail,25,2011-04-29
24199,Ursa Landry,Chad,DETA800,Online,200,2011-04-03
24200,Frances Hammond,Samoa,PURA250,Retail,148,2011-07-11
24201,Elizabeth Schwartz,Cook Islands,SUPA102,Retail,175,2011-04-22
24202,Kadeem Carpenter,Comoros,DETA200,Retail,44,2011-01-28
24203,Gisela Gay,Antarctica,SUPA104,Online,39,2011-07-02
24204,Jacob Oconnor,Germany,SUPA105,Retail,80,2011-06-13
24205,Priscilla Quinn,Poland,PURA250,Online,198,2011-05-27
24206,Emerson Wilcox,Namibia,PURA500,Retail,203,2011-05-26
24207,Oliver Cherry,Philippines,SUPA101,Direct,210,2011-01-04
24208,Ramona Munoz,Vanuatu,PURA250,Online,94,2011-01-21
24209,Felicia Turner,Nauru,SUPA103,Retail,142,2011-07-01
24210,Autumn Anthony,Georgia,SUPA102,Retail,94,2011-06-12
24211,Eaton Shaffer,Guadeloupe,PURA100,Retail,129,2011-07-05
24212,Karyn Nolan,Netherlands Antilles,SUPA102,Retail,15,2011-03-22
24213,Lance Durham,Trinidad and Tobago,SUPA104,Online,155,2011-05-14
24214,Leigh Little,Iceland,SUPA104,Retail,120,2011-02-21
24215,Denise Harrington,South Georgia and The South Sandwich Islands,PURA100,Direct,171,2011-05-14
24216,Hollee Briggs,Greece,PURA200,Retail,11,2011-03-22
24217,Keegan Moses,Japan,SUPA104,Online,159,2011-07-02
24218,Keith Gilmore,Swaziland,DETA100,Retail,66,2011-06-29
24219,Hu Warren,Vanuatu,DETA800,Retail,143,2011-06-27
24220,Dylan Simmons,American Samoa,DETA200,Online,26,2011-05-23
24221,Daphne Curry,Azerbaijan,SUPA103,Online,190,2011-05-03
24222,Slade Russo,Rwanda,SUPA103,Retail,3,2011-01-30
24223,Brenda Hays,Cyprus,PURA200,Online,106,2011-01-15
24224,Aladdin Blackwell,French Guiana,DETA100,Retail,181,2011-03-28
24225,Clementine Hewitt,Egypt,PURA100,Online,141,2011-01-10
24226,Cherokee Shaffer,Rwanda,PURA100,Online,64,2011-03-20
24227,Orla Cotton,Puerto Rico,DETA800,Retail,204,2011-07-19
24228,Hayley Williamson,Sierra Leone,PURA250,Direct,1,2011-05-23
24229,Rose Young,Cook Islands,DETA100,Online,21,2011-05-01
24230,Iliana Dawson,Bangladesh,SUPA101,Online,84,2011-07-31
24231,Rose Baker,Honduras,PURA250,Direct,33,2011-08-28
24232,Justin Melton,Haiti,DETA100,Retail,177,2011-05-05
24233,Haviva Stevenson,Syrian Arab Republic,SUPA102,Retail,162,2011-03-12
24234,Selma Roach,Haiti,SUPA103,Retail,204,2011-08-20
24235,Florence Pennington,Sudan,SUPA103,Retail,138,2011-07-12
24236,Raya Lynch,Iraq,DETA800,Online,195,2011-02-22
24237,Tamara Hodges,New Zealand,PURA100,Retail,110,2011-07-27
24238,Zachery Kerr,Bahamas,DETA200,Online,59,2011-05-30
24239,Victor Suarez,Pitcairn,PURA200,Online,201,2011-06-04
24240,Roary Gray,Japan,PURA250,Direct,44,2011-05-05
24241,Otto Golden,Belgium,PURA250,Online,36,2011-08-06
24242,Jorden Contreras,Malawi,DETA100,Online,11,2011-04-27
24243,Lester Emerson,Hungary,PURA200,Online,88,2011-02-05
24244,Bell Shaffer,Nauru,PURA200,Retail,16,2011-08-30
24245,Shoshana Wilkinson,Greece,SUPA102,Direct,138,2011-07-08
24246,Vivian Colon,Latvia,SUPA104,Retail,92,2011-06-12
24247,Forrest Maddox,Iceland,PURA250,Online,74,2011-07-30
24248,Clayton Gomez,Mali,SUPA101,Retail,144,2011-05-30
24249,Jerome Hoffman,Czech Republic,SUPA101,Online,151,2011-03-09
24250,Maia Schmidt,Azerbaijan,SUPA102,Online,11,2011-03-09
24251,Deacon Williamson,Latvia,PURA500,Online,15,2011-04-28
24252,Wynne Poole,Tokelau,PURA250,Online,170,2011-06-05
24253,Azalia Simmons,Saudi Arabia,DETA100,Online,77,2011-05-09
24254,Anika Alford,Belize,DETA800,Online,6,2011-07-08
24255,Ethan Day,Tajikistan,DETA100,Online,189,2011-01-09
24256,Quail Knox,Tonga,PURA500,Retail,43,2011-05-08
24257,Noelle Sargent,Ireland,DETA800,Direct,17,2011-02-04
24258,Kuame Wallace,Montserrat,SUPA103,Online,80,2011-01-13
24259,Lester Fisher,Cocos (Keeling) Islands,PURA500,Direct,138,2011-08-10
